title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
OpenDiscoveryTrace: Process Traces for Evaluating AI Scientist Workflows,"Aayam Bansal, K.C. Balaji",2026-09-05,2026-09-10,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2609.09203,10.48550/arxiv.2609.09203,2609.09203,2026,day,openalex,medium,2026-09-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-12T10:54:10+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-09-11,2026-09-10 11:26:24
Enhancing Scientific Heritage Access Through AI-Powered Assistants and Collaboration Platforms in Academic Ecosystems,"Evgeniya Georgieva, Tsvetozar Georgiev, Tsvetelina Stefanova",2026-09-05,2026-09-07,relevant,91,deep-research-agents,openalex,https://doi.org/10.55630/dipp.2026.16.16,10.55630/dipp.2026.16.16,,2026,day,openalex,medium,2026-09-05,peer_reviewed,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,40,uncertain,low,partial_full_text,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-08T11:26:21+00:00,"The available evidence is mixed or incomplete. Automated score 40/100, low confidence, based on partial full text.",,,,,,0.9100,False,False,,2026-09-11,2026-09-07 12:41:49
"Agent and Tool Search: Foundations, Techniques, and Open Challenges","Bin Wu, Hossein A. Rahmani, To Eun Kim, Arastun Mammadli, Shuofei Qiao, Xiao Fu, Varsha Ramineni, Xiaoyu Zhang, Chuan Meng, George Drayson, Anu Chowdhury, Jerome Ramos, Abdine Maiga, Emine Yilmaz",2026-09-04,2026-09-08,relevant,91,deep-research-agents,openalex,https://doi.org/10.20944/preprints202609.0402.v1,10.20944/preprints202609.0402.v1,,2026,day,openalex,medium,2026-09-04,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,43,uncertain,low,title_and_abstract,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-08T11:26:18+00:00,"The available evidence is mixed or incomplete. Automated score 43/100, low confidence, based on title and abstract.",,,No reproducible review or selection methodology was detected.,,,0.9100,False,False,,2026-09-08,2026-09-08 11:25:55
APEx: Distillation of Agent Procedural Experience for Adaptive Deep Research Question Answering,"Jie Ding, Rui Sun, Xinyuan Zhang, Zeyu Zhang, Xin Liu",2026-09-02,2026-09-03,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2609.02253,10.48550/arxiv.2609.02253,2609.02253,2026,day,openalex,medium,2026-09-02,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,56,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-05T10:41:25+00:00,"The available evidence is mixed or incomplete. Automated score 56/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; A baseline or comparison system is described.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9100,False,False,,2026-09-05,2026-09-03 11:22:08
(Human) Attention Is (Still) All You Need: Human Oversight Makes Ai-Assisted Social Science,"Chen Zhu, Xiaolu Wang, Weilong Zhang",2026-09-01,2026-09-08,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.17863/cam.134096,10.17863/cam.134096,,2026,day,openalex,medium,2026-09-01,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-08T11:26:18+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; An ablation analysis is reported.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-09-08,2026-09-08 11:25:53
DualStake: Dual-Path Confidence Calibration in Deep Research Agents,"Yinuo Xu, Yuwei Liang, Jianjie Cheng, Meng Wang, Yongcan Yu, Shuo Lu, Jian Liang",2026-09-01,2026-09-02,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2609.00935,10.48550/arxiv.2609.00935,2609.00935,2026,day,openalex,medium,2026-09-01,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,54,weak,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-05T10:41:26+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 54/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; An ablation analysis is reported.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",Comparative claims were detected without a suitable baseline in the available text.,No suitable baseline comparison was detected in the available text.,54,Comparative claims were detected without a suitable baseline.,0.9100,False,False,,2026-09-04,2026-09-02 11:25:10
Explore Before Committing: Hypothesis-Guided Search for Deep Research Agents,"Ruochen Zhou, Zhengyu Chen, Luan Zhang, Siyang Gao, Yee Whye Teh, Shiqi Chen",2026-09-01,2026-09-02,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2609.01294,10.48550/arxiv.2609.01294,2609.01294,2026,day,openalex,medium,2026-09-01,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,64,uncertain,medium,partial_full_text,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-05T10:41:27+00:00,"The available evidence is mixed or incomplete. Automated score 64/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; Limitations or threats to validity are acknowledged.,Comparative claims were detected without a suitable baseline in the available text.,,,,0.9100,False,False,,2026-09-04,2026-09-02 11:25:10
Dr. Claw: An AI Scientist Workspace for Vibe Research,"Dingjie Song, Hanrong Zhang, 刘大维, Yixin Liu, Zongxia Li, Zhengqing Yuan, Siqi Zhang, Henry Peng Zou, Zhiling Yan, Yuxuan Zhang, Yanfang Ye, Philip S. Yu, Lichao Sun",2026-08-31,2026-09-02,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2609.00365,10.48550/arxiv.2609.00365,2609.00365,2026,day,openalex,medium,2026-08-31,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,51,weak,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-05T10:41:26+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 51/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",Comparative claims were detected without a suitable baseline in the available text.,No reproducible review or selection methodology was detected.,,,0.9300,False,False,,2026-09-04,2026-09-02 11:25:14
PaperGym: Rubric-Centered Evolution for Research-Plan Generation,"Yuhan Wang, Zhengxi Lu, Yuchen Yan, Kaitao Song, Wenqi Zhang, Weiming Lu, Jun Xiao, Yueting Zhuang, Yongliang Shen",2026-08-31,2026-09-01,relevant,93,ai-scientist; deep-research-agents,arxiv,https://arxiv.org/abs/2608.31119v1,,2608.31119,2026,day,arxiv,high,2026-08-31,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,63,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-01T11:48:21+00:00,"The available evidence is mixed or incomplete. Automated score 63/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.,,,,,0.9300,False,False,2026-08-31,2026-08-31,2026-09-01 11:46:19
Differential Knowledge-State Tracking for Token-Efficient Autonomous Deep Research Agents,VISHAL RAAJ DND,2026-08-30,2026-08-31,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.22168098,10.5281/zenodo.22168098,,2026,day,openalex,medium,2026-08-30,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,,unknown,low,metadata_only,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-31T13:59:56+00:00,Not enough evidence was available for an automated scholarly-quality assessment.,,,Not enough paper content was available for a defensible scholarly-quality score.; No abstract or extractable full text was available.,,,0.9100,False,False,,2026-08-31,2026-08-31 13:59:34
"Method of Working with AI in Creating Scientific Articles: Algorithm, Criteria, and Practice",Alexander Yourievitch Kotelnikov,2026-08-28,2026-08-30,relevant,98,ai-scientist; citation-grounding; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.22148513,10.5281/zenodo.22148513,,2026,day,openalex,medium,2026-08-28,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,methods_or_algorithm,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-30T12:00:47+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.","Limitations or threats to validity are acknowledged.; Dataset documentation, quality control, licensing, or ethics is discussed.",Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9800,False,False,,2026-08-29,2026-08-30 12:00:30
Closing the Loop in AI-Driven Biomedical Discovery,"Ada Fang, K. Li, Ayush Noori, Lukas Fesser, Marinka Žitnik",2026-08-28,2026-09-01,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.20944/preprints202608.2107.v1,10.20944/preprints202608.2107.v1,,2026,day,openalex,medium,2026-08-28,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-01T11:48:21+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-09-02,2026-09-01 11:46:24
Beyond Execution: Auditing Experimental Fidelity in LLM-Driven Scientific Research,"Lezhi Yu, Xiaogang Xu, Yuhua Zhou, Shuibing He, Aimin Pan",2026-08-27,2026-08-28,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.26753,10.48550/arxiv.2608.26753,2608.26753,2026,day,openalex,medium,2026-08-27,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,64,uncertain,medium,partial_full_text,replication,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-31T13:59:56+00:00,"The available evidence is mixed or incomplete. Automated score 64/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",,,,,0.9300,False,False,,2026-08-31,2026-08-28 18:47:11
RATIO: A Benchmark for Retrieval Across Typed Ideation Operations in Scientific Literature,"Maayan Sharon, Tom Hope",2026-08-27,2026-08-28,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.27394,10.48550/arxiv.2608.27394,2608.27394,2026,day,openalex,medium,2026-08-27,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,48,weak,medium,partial_full_text,dataset_or_benchmark,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-02T11:25:49+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 48/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.,Comparative claims were detected without a suitable baseline in the available text.,"Dataset quality controls, licensing, ethics, or documentation were not detected.",,,0.9300,False,False,,2026-08-31,2026-08-28 18:47:11
