title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
Mechanistic Attention Guidance for Agent Memory Refinement,"Yechao Hong, Haiquan Qiu, Yaqing Wang, Quanming Yao",2026-07-20,2026-07-21,maybe,43,agent-memory,openalex; arxiv,https://arxiv.org/abs/2607.17621,10.48550/arxiv.2607.17621,2607.17621,2026,day,openalex,medium,2026-07-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4300,False,False,,2026-08-26,2026-07-21 08:47:42
Anchored Recall: An External Sensor and Correction Loop That Prevents an Agent From Stating Memories It Never Stored,jeffery Harris,2026-07-19,2026-07-20,maybe,62,llm-agents,openalex,https://github.com/harrisjeffery04-stack/anchored-memoryagent-qwen,10.5281/zenodo.21442813,,2026,day,openalex,medium,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,,2026-07-22,2026-07-20 09:36:25
Abliteration Is Not a Scalpel: Off-Target Effects of Refusal Removal on Decision Disposition Across Model Families,Aleksander Fafuła,2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17427v1,,2607.17427,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Agentic ERP: Multi-Agent Large Language Model Architecture for Autonomous Enterprise Resource Planning,"Zhihao Liu, Tianyu Wang, Xi Vincent Wang, Lihui Wang",2026-07-19,2026-07-21,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.17331v1,,2607.17331,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Empirical Grounding Improves the Realism of LLM Agents Simulating Human Behavior During Disruptions,"Chen Xia, Zexi Kuang, Yuqing Hu",2026-07-19,2026-07-21,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.17437v1,,2607.17437,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:47:42
EvolvingWorld: An Open-Schema Framework for Co-Evolving Role-Play Agents and World Model in Interactive Literary World,"Qing Zong, Yue Guo, Mengxin Yang, Yiwen Guo, Yangqiu Song",2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17250v1,,2607.17250,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Interpreting Quantum Learning Models via Stochastic Processes,"Johannes Fankhauser, Lukas J. Fiderer, Hans J. Briegel",2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17327v1,,2607.17327,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
PHIA+: An Evidence-Grounded and Context-Efficient AI Agent Framework for Wearable Data Interpretation,"Chenyu He, Yiyang Li, Jie Yang, Shiqi Zhao",2026-07-19,2026-07-23,maybe,45,llm-agents,openalex,https://doi.org/10.3390/app16147213,10.3390/app16147213,,2026,day,openalex,medium,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-22,2026-07-23 08:48:09
Quantifying Diversity of Thought: A Predictive Law of Weighted LLM Ensemble Lift,Junade Ali,2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17384v1,,2607.17384,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Reward-Driven LLM Agent Workflows: Synthesizing POMDP Routing and Self-Correction for Autonomous Decision-Making,"Amez Amanj Ali, Kuo-Kun Tseng",2026-07-19,2026-07-21,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.17038v1,,2607.17038,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:47:42
SAGA: Synthetic Agentic Graph Architecture for Temporal Benchmark Generation,"Jiacheng Ding, Xiaofei Zhang",2026-07-19,2026-07-21,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.17288v1,,2607.17288,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Specifying the Delegated-Autonomy Boundary: Requirements Engineering for Agentic AI,"Chetan Arora, Andreas Vogelsang, Abbi Sharma",2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17225v1,,2607.17225,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
Talaria: Session-Aware Serverless Serving of Hundred-Billion-Parameter LLMs,"Utopia Meng, Unicornt Zhao, Derek Li, Goalen Gao, Frank Du",2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17181v1,,2607.17181,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
WAR: Workload-Aware Rollouts for Synchronous Agentic Reinforcement Learning,"Ryan Xu, Atlas Zhao, David Bao, Frank Du",2026-07-19,2026-07-21,maybe,45,,arxiv,https://arxiv.org/abs/2607.17299v1,,2607.17299,2026,day,arxiv,high,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-19,2026-07-19,2026-07-21 08:48:02
MemoryChain: Declarative Dependency Injection for Structured Memory Recall in LLM Agents,Wang Zhongre,2026-07-19,2026-07-20,maybe,43,agent-memory; llm-agents,openalex,https://doi.org/10.5281/zenodo.21436424,10.5281/zenodo.21436424,,2026,day,openalex,medium,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4300,False,False,,2026-07-20,2026-07-20 09:36:24
Beyond Memory Leaderboards: Evaluating Scientific Memory as Budgeted Context Restoration,"Maksim Sheverev, David Finkelstein, Sergey Nikolenko",2026-07-18,2026-07-21,maybe,62,llm-agents; evaluation,openalex; arxiv,https://arxiv.org/abs/2607.16848,10.48550/arxiv.2607.16848,2607.16848,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,,2026-08-26,2026-07-21 08:47:42
RELIC: Revealed Principles for Learning Interpretable Composable Skills in Multi-Agent Planning,"Nguyen Viet Tuan Kiet, Bui Dinh Pham, Duong Quoc Chinh, Dao Van Tung, Tran Cong Dao, Huynh Thi Thanh Binh",2026-07-18,2026-08-02,maybe,45,,arxiv,https://arxiv.org/abs/2607.16745v2,,2607.16745,2026,day,arxiv,high,2026-07-18,78,uncertain,low,title_and_abstract,methods_or_algorithm,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-23T06:01:26+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.,Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.4572,False,False,2026-07-30,2026-07-30,2026-08-02 07:52:16
Environment-free Synthetic Data Generation for API-Calling Agents,"Seanie Lee, Sanjoy Chowdhury, C Y Jiang, Cheng-Yu Hsieh, Ting-Yao Hu, Alexander Toshev, Oncel Tuzel, Raviteja Vemulapalli",2026-07-18,2026-07-26,maybe,45,llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.16900,,2607.16900,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-24,2026-07-26 08:41:23
Jardias Theoretical Framework Papers: Memory and Cognitive Architecture for Persistent Agents,Zili Chen,2026-07-18,2026-07-20,maybe,45,,openalex,https://doi.org/10.5281/zenodo.21427344,10.5281/zenodo.21427344,,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-19,2026-07-20 09:36:25
PhyAgentOS: A Self-Evolving Operating System for Embodied Agents with Decoupled Cognitive Planning and Physical Execution,"Yang Liu, Weixing Chen, Xinshuai Song, Tao Pu, Siwen Mo, Yongjie Bai, Zihao Chen, Qianran Sun, Liruo Zhong, Ying Shen, L C-C Lin",2026-07-18,2026-07-21,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.16636,,2607.16636,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-21 08:47:42
RECON: Benchmarking Agent Memory for Compositional Reasoning over Long Contexts,Mihir Shriniwas Arya,2026-07-18,2026-07-21,maybe,43,agent-memory; evaluation,openalex; arxiv,https://arxiv.org/abs/2607.16716,10.48550/arxiv.2607.16716,2607.16716,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4300,False,False,,2026-08-26,2026-07-21 08:47:42
Do Agents Dream of False Memories? Black-box Visual Attacks on Long-term Memory in Multimodal AI Agents,"Halima Bouzidi, Mboutidem Ekemini Mkpong, Mohammad Abdullah Al Faruque",2026-07-17,2026-07-20,maybe,62,evaluation; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.15657,10.48550/arxiv.2607.15657,2607.15657,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,,2026-07-23,2026-07-20 09:35:56
AutoSurrogate: An LLM-driven multi-agent framework for autonomous construction of deep learning surrogate models in subsurface flow,"Jiale Liu, Nanzhe Wang",2026-07-17,2026-07-20,maybe,45,,openalex; arxiv,https://doi.org/10.1016/j.aei.2026.105058,10.1016/j.aei.2026.105058,2604.11945,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-20 09:36:30
Cache-Aware Prompt Compression:A Two-Tier Cost Model for LLM API Caching,Yan Song,2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15516v1,,2607.15516,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:22
"Distribution-First Population Simulation: Collapse, Calibration, and Recall in Non-WEIRD LLM Persona Modeling",Gurkan Ozkan,2026-07-17,2026-07-26,maybe,45,llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.18310,,2607.18310,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-25,2026-07-26 08:41:23
Dynamics-Aware Meta-Imitation for Generalization to Unseen Robotic Manipulation,"Zhenduo Shang, Xiyao Liu, Bohan Li, Xudong Wang, Teng Ren, Lianqing Liu, Zhi Han",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15880v1,,2607.15880,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:22
EduGuard: A Safe RAG-Based LLM Tutor for Programming Education,"S M Asif Hossain, Ruksat Khan Shayoni, M. F. Mridha, Jungpil Shin",2026-07-17,2026-07-24,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.15738,,2607.15738,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-24 08:46:30
Evaluating Open-Weight LLMs for Generating Structured Threat Information for Autonomous Vehicle Vulnerabilities,"Md Erfan, Ahmed Ryan, Md Kamal Hossain Chowdhury, Md Rayhanur Rahman",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.16175v1,,2607.16175,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:21
Learning Reach-Avoid Task with Reinforcement Learning: Vectorized Simulation and Benchmark,"Jonas Weihing, Shahram Eivazi",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15935v1,,2607.15935,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:22
"LLM-Powered Agentic AI for 5G/6G Networks: A Tutorial and Survey on Architectures, Protocols, and Standardization","Mazene Ameur, Abdelkader Mekrache, Bouziane Brik, Adlen Ksentini",2026-07-17,2026-07-20,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.16066,,2607.16066,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-20 09:36:22
"Perceived AGI: Believability as Dimensional Completeness, Not Capability",Sebastian Cochinescu,2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15883v1,,2607.15883,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:22
PRISA: Proactive Infrastructure LiDAR Framework for Intersection Safety Assessment,"Tam Bang, Hussam Abubakr, Emiliano de la Garza Villarreal, Truc Phuong Nguyen, Austin Harris, Toru Hirano, Mina Sartipi, Yunfei Xu, Hoang H. Nguyen",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.16156v1,,2607.16156,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:21
RecGPT-V3 Technical Report,"Bowen Zheng, Chao Yi, Dian Chen, Gaoyang Guo, Han Zhu, Jiakai Tang, Jian Wu, Mao Zhang, Wen Chen, Yifan Lu, Yujie Luo, Yuning Jiang, Zhujin Gao, Bo Zheng, Chenchi Zhang, Dixuan Wang, Hao Fang, Jiancai Liu, Jing Yu, Junjun Zheng, Ke Chen, Kewei Zhu, Mengyan Li, Mingke Xu, Wenjun Yang, Xiangheng Kong, Xinming Zhang, Xunke Xi, Zile Zhou",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15591v2,,2607.15591,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-24,2026-07-24,2026-07-20 09:35:56
Retrieval-Augmented Generation in LLMs for Mental Health: Quantifying the Incremental Contribution of Retrieval Within a Layered Safety Architecture,"Anand Gupta, Akshat Surolia, Shubham Mishra, Shakil Imtiaz, Chaitali Sinha",2026-07-17,2026-08-02,maybe,45,,arxiv,https://arxiv.org/abs/2607.24817v1,,2607.24817,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-08-02 07:52:20
The Honest Quorum Problem: Epistemic Byzantine Fault Tolerance for Agentic Infrastructure,"Jun He, Deying Yu",2026-07-17,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.16109v1,,2607.16109,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-20 09:36:22
"Think at 5 Hz, Act at 20 Hz: Asynchronous Fast-Slow Vision-Language-Action Inference for Closed-Loop Driving","Yun Li, Jiachen Gong, Simon Thompson, Ehsan Javanmardi, Qunli Zhang, Zifan Zeng, Liu S, Peng Wang, Zixuan Guo, Manabu Tsukada",2026-07-17,2026-07-20,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.15621,,2607.15621,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-20 09:36:22
Towards a Unified Framework for Large–Small Model Collaboration in Cloud–Edge Systems,"Yi Yang, Jing Bi, Haitao Yuan, Ziqi Wang, Jiayi Li, Jiahui Zhai, Jia Zhang",2026-07-17,2026-07-20,maybe,45,,openalex,https://doi.org/10.53941/jaia.2026.100012,10.53941/jaia.2026.100012,,2026,day,openalex,medium,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-19,2026-07-20 09:36:28
MemPoison: Uncovering Persistent Memory Threats and Structural Blind Spots in LLM Agents,"Jifeng Gao, Kang Xia, Yi Zhang, Xiaobin Hong, Mingkai Lin, Xingshen Wei, Wenzhong Li, Sanglu Lu",2026-07-16,2026-07-17,maybe,62,llm-agents; evaluation,openalex; arxiv,https://arxiv.org/abs/2607.14651,10.48550/arxiv.2607.14651,2607.14651,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,,2026-07-19,2026-07-17 08:30:13
Step-Level Preference Learning for Generative Agents in Social Simulations,"Wenchang Gao, Pingyue Sheng, Lanlan Qiu, Yunfei Ma, Jian Zhao, Baicheng Chen, Kangda Wang, Yuyang Tian, Shunqiang Mao, Tianxing He",2026-07-16,2026-07-17,maybe,62,llm-agents,arxiv,https://arxiv.org/abs/2607.14485v1,,2607.14485,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:13
Accelerating A/B-Tests with Counterfactual Estimation: Reducing Variance through Policy Overlap,Olivier Jeunen,2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14604v1,,2607.14604,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
Are LLM-Generated GPU Kernels Production-Ready? A Trace-Driven Benchmark and Optimization Agent,"Lingyun Yang, Yuxiao Wang, Shenghao Liang, Linfeng Yang, Daocheng Ying, Chunbo You, Rui Zhang, Luping Wang, Yinghao Yu, Guodong Yang, Liping Zhang",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14541v1,,2607.14541,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:13
Beyond Success Rate: Cost-Aware Evaluation of Offensive and Defensive Security Agents,"Paul Kassianik, Blaine Nelson, Yaron Singer",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.15263v2,,2607.15263,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-17 08:30:32
Bridge Evidence: Static Retrieval Utility Does Not Predict Causal Utility in Multi-Step Agentic Search,"Debayan Mukhopadhyay, Utshab Kumar Ghosh, Shubham Chatterjee",2026-07-16,2026-07-17,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.15253,,2607.15253,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-20,2026-07-17 08:30:32
Can We Trust Item Response Theory for AI Evaluation?,"Han Jiang, Sunbeom Kwon, Jinwen Luo, Ziang Xiao, Susu Zhang",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.15190v2,,2607.15190,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-17 08:30:32
D-cut: Adaptive Verification Depth Pruning for Batched Speculative Decoding,"Tianyu Liu, Yuhao Shen, Rui Cen, Junhan Shi, Jiebin Zhang, Guangshuo Qin, Hong Liu, Song Liu, Guanghua Yu, Jianchen Zhu",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14647v1,,2607.14647,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
Democratizing Agent Deployment Safety: A Structural Monitoring Approach,"Preeti Ravindra, Rahul Tiwari, Vincent Wolowski",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14570v1,,2607.14570,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
Digital Pantheon: Simulating and Auditing Coalition Formation with LLM Agents,"Dylan Van Mulders, Matthias Bogaert, Dirk Van den Poel",2026-07-16,2026-07-17,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.15095v2,,2607.15095,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-17,2026-07-17,2026-07-17 08:30:32
"Do Coding Agents Need Executable World Models, Simplification, and Verification to Solve ARC-AGI-3?",Sergey Rodionov,2026-07-16,2026-07-20,maybe,45,,arxiv,https://arxiv.org/abs/2607.15439v1,,2607.15439,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-20 09:36:23
ExaGEMM: Exploration Framework for CPU-Driven ML Inference via Associative In-Register Computing for Low-Bit GEMM,"Hyunwoo Oh, Suyeon Jang, Hanning Chen, Sanggeon Yun, Ryozo Masukawa, Mohsen Imani",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14622v1,,2607.14622,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
Knowing You at First Glance: Inferring Apparent Personality from Faces,"Shuhuan Chen, Xiangyu Zhu, Weisong Zhao, Haichao Shi, Xiao-Yu Zhang, Zhen Lei",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14631v1,,2607.14631,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
LongStraw: Long-Context RL Beyond 2M Tokens under a Fixed GPU Budget,"Changhai Zhou, Kieran Liu, Yuhua Zhou, Qian Qiao, Jun Gao, Harry Zhang, Irvine Lu, Nolan Ho, Lucian Li, Andrew Lei, Cleon Cheng, Steven Chiang, Yihang Zeng, Di Zhang, Rio Yang, Kaijie Chen, Andrew Chen, Pony Ma, Weizhong Zhang, Cheng Jin",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14952v2,,2607.14952,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-20,2026-07-20,2026-07-17 08:30:13
MCPEvol-Bench: Benchmarking LLM Agent Performance Across Dynamic Evolutions of MCP Servers,"Huanxi Liu, Kun Hu, Jiaqi Liao, Qiang Wang, Pengfei Qian, YuanZhao Zhai, Dawei Feng, Bo Ding, Huaimin Wang",2026-07-16,2026-07-17,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2607.14642v1,,2607.14642,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
PolyQ: Codesigning End-to-End Quantization Framework for Scalable Edge CPU LLM Inference,"Hyunwoo Oh, Suyeon Jang, Hanning Chen, KyungIn Nam, Sanggeon Yun, Ryozo Masukawa, Mohsen Imani",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14618v1,,2607.14618,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:33
Scaling Behavior Foundation Model for Humanoid Robots,"Weishuai Zeng, Kangning Yin, Xiaojie Niu, Shunlin Lu, Weixiang Zhong, Jiahe Chen, Feiyu Jia, Xiao Chen, Zirui Wang, Furui Xu, Ming Zhou, Kailin Li, Weinan Zhang, He Wang, Li Yi, Dahua Lin, Jiangmiao Pang, Jingbo Wang",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.15163v1,,2607.15163,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:32
SearchOS-V1: Towards Robust Open-Domain Information-Seeking Agent Collaboration,"Yuyao Zhang, Junjie Gao, Zhengxian Wu, Jiaming Fan, Jin Zhang, Shihan Ma, Yao Yao, Weiran Qi, Chuyan Jin, Guiyu Ma, Xingzhong Xu, Kai Yang, Ji-Rong Wen, Zhicheng Dou",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.15257v1,,2607.15257,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:13
SmartRAG: Native Graph-Based RAG for Mobile Device,"Zhihan Jiang, Meng Li, Liu S, Keran Li, Ruiben Zhou, Wei Wang, Xianjun Deng, Shuai Wang, Haipeng Dai",2026-07-16,2026-07-17,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.14661,,2607.14661,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-23,2026-07-17 08:30:25
Stigmergic Graph Memory: An Environment-Aware Approach for Many-to-Many Multi-Agent Pickup and Delivery,"Aditya Dutta, Joon-Seok Kim",2026-07-16,2026-07-17,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2607.15182,10.48550/arxiv.2607.15182,2607.15182,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-20,2026-07-17 08:30:13
teLLMe Why (Ain't Nothing but a Jam): Exploratory Causal Analysis of Urban Driving Data,"Qiwei Li, Jorge Ortiz",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.15254v1,,2607.15254,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:32
The Energy Society: A Simulation Environment for Studying Agent Cooperation under Survival Pressure,"Lucas Bergholdt Hansen, Federico Torrielli, Filippo Tonini, Lukas Galke Poech",2026-07-16,2026-07-17,maybe,45,,arxiv,https://arxiv.org/abs/2607.14865v1,,2607.14865,2026,day,arxiv,high,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-07-16,2026-07-16,2026-07-17 08:30:13
